# f/f0                      Re(j_E_dir)                 Im(j_E_dir)                 Re(j_ortho)                 Im(j_ortho)                 I_E_dir                     I_ortho                    
-2.651867405663129773e+01   +1.792289359083172727e-06   -7.122857643328528932e-07   +2.132722593810831608e-12   +9.096026787334750609e-13   +1.239055851655160197e-22   +1.790763929186531500e-34
-2.649867505658859201e+01   +1.830638380800154319e-06   -6.846838776259056217e-07   +2.749308737963446319e-12   -1.383468541674392735e-12   +1.270573843468785793e-22   +3.150694543425471874e-34
-2.647867605654587919e+01   +1.867361787591367154e-06   -6.536016985786607172e-07   +3.556968286608824123e-12   -3.627262270060445873e-12   +1.299943262525974118e-22   +8.571356900938368903e-34
-2.645867705650316992e+01   +1.902072131174629380e-06   -6.192786352345915407e-07   +4.553062257049931189e-12   -5.795256344059097156e-12   +1.326879460353617468e-22   +1.801125408914171710e-33
-2.643867805646046421e+01   +1.934406493034092446e-06   -5.819570824725172841e-07   +5.732488341554332666e-12   -7.861288091028655584e-12   +1.351103784857592992e-22   +3.134272535969748675e-33
-2.641867905641775849e+01   +1.964027503892388689e-06   -5.418793455083474440e-07   +7.087734193534403864e-12   -9.799877592261238946e-12   +1.372346481536823392e-22   +4.835852242818428250e-33
-2.639868005637504922e+01   +1.990623948409561706e-06   -4.992851778922775767e-07   +8.608966005530462461e-12   -1.158654907961818451e-11   +1.390350393585019933e-22   +6.878104210817326129e-33
-2.637868105633233640e+01   +2.013911024239741738e-06   -4.544099548116710116e-07   +1.028415119493771548e-11   -1.319814597743940446e-11   +1.404875253658780139e-22   +9.227393707913089730e-33
-2.635868205628963068e+01   +2.033630328347206221e-06   -4.074834809043795833e-07   +1.209921357256544725e-11   -1.461313497895318945e-11   +1.415702344992083362e-22   +1.184557163986223149e-32
-2.633868305624692141e+01   +2.049549644517830745e-06   -3.587294107119810222e-07   +1.403821892398174483e-11   -1.581189445067019212e-11   +1.422639306681507977e-22   +1.469148438090248745e-32
-2.631868405620421569e+01   +2.061462604368305550e-06   -3.083652401015146678e-07   +1.608358847932665105e-11   -1.677698240684106038e-11   +1.425524865206265202e-22   +1.772257515113061496e-32
-2.629868505616150642e+01   +2.069188289981398845e-06   -2.566028088320414467e-07   +1.821633728217446940e-11   -1.749337930805380034e-11   +1.424233289165172853e-22   +2.089651166876774652e-32
-2.627868605611880071e+01   +2.072570839927982254e-06   -2.036492386064408246e-07   +2.041633399434631017e-11   -1.794870103378423061e-11   +1.418678384813887265e-22   +2.417277041667402233e-32
-2.625868705607608788e+01   +2.071479111942518252e-06   -1.497082178312260147e-07   +2.266257819804520209e-11   -1.813337757827270964e-11   +1.408816874024381836e-22   +2.751410668644613349e-32
-2.623868805603337861e+01   +2.065806445547375311e-06   -9.498153412087694859e-08   +2.493349079076468383e-11   -1.804079334056730145e-11   +1.394651022641345541e-22   +3.088784201255214806e-32
-2.621868905599067290e+01   +2.055470556599450273e-06   -3.967074886731826543e-08   +2.720721262807816347e-11   -1.766738533740465657e-11   +1.376230414502398977e-22   +3.426690688942971640e-32
-2.619869005594796363e+01   +2.040413583629649371e-06   +1.602109515720176335e-08   +2.946190617469036327e-11   -1.701269627105618163e-11   +1.353652794115541667e-22   +3.763058673206580680e-32
-2.617869105590525791e+01   +2.020602293367306025e-06   +7.188784193592006247e-08   +3.167605459820365244e-11   -1.607938013598380921e-11   +1.327063928815243822e-22   +4.096493257366161969e-32
-2.615869205586254509e+01   +1.996028440455042900e-06   +1.277187711419468369e-07   +3.382875250801942057e-11   -1.487315894317351974e-11   +1.296656469052950172e-22   +4.426281438913397916e-32
-2.613869305581983582e+01   +1.966709264397782650e-06   +1.832974257377865651e-07   +3.589998242923207458e-11   -1.340273016603284546e-11   +1.262667813142439959e-22   +4.752361332600364215e-32
-2.611869405577713010e+01   +1.932688095817663617e-06   +2.384008059124103374e-07   +3.787087113256353799e-11   -1.167962564490063902e-11   +1.225377010375683290e-22   +5.075256843613182145e-32
-2.609869505573442439e+01   +1.894035034339374997e-06   +2.927990039322676604e-07   +3.972392013758707804e-11   -9.718023898391307843e-12   +1.185100763495655028e-22   +5.395981251117660744e-32
-2.607869605569171512e+01   +1.850847652334946036e-06   +3.462553389898200518e-07   +4.144320508409663187e-11   -7.534519041261718884e-12   +1.142188617670673682e-22   +5.715914905711610282e-32
-2.605869705564900229e+01   +1.803251672387441533e-06   +3.985270337371411621e-07   +4.301453923539271111e-11   -5.147850756278362797e-12   +1.097017447370329962e-22   +6.036663707423258646e-32
-2.603869805560629658e+01   +1.751401562327598067e-06   +4.493664553819905358e-07   +4.442559713942183501e-11   -2.578600963046171131e-12   +1.049985374458867147e-22   +6.359906106962647836e-32
-2.601869905556358731e+01   +1.695480989488644281e-06   +4.985229245533793421e-07   +4.566599542206023896e-11   +1.511360811475216015e-13   +1.001505268432958166e-22   +6.687236980505666699e-32
-2.599870005552088159e+01   +1.635703076230666345e-06   +5.457450752411978744e-07   +4.672732880460549516e-11   +3.018102575969087431e-12   +9.519979928763258664e-23   +7.020016819449624707e-32
-2.597870105547817232e+01   +1.572310401266502930e-06   +5.907837295651523213e-07   +4.760316069813907111e-11   +5.998236461592470255e-12   +9.018855692634886923e-23   +7.359234242394888206e-32
-2.595870205543546660e+01   +1.505574695895340122e-06   +6.333952324462675762e-07   +4.828896909479570095e-11   +9.067032297587206346e-12   +8.515844296657326752e-23   +7.705388909171924194e-32
-2.593870305539275378e+01   +1.435796190953301518e-06   +6.733451741743444155e-07   +4.878204990551484795e-11   +1.219989463955500894e-11   +8.014989236723900432e-23   +8.058400567394883415e-32
-2.591870405535004451e+01   +1.363302578715312726e-06   +7.104124135715555303e-07   +4.908138133394785359e-11   +1.537247492088770455e-11   +7.520152318007817306e-23   +8.417548295838267272e-32
-2.589870505530733880e+01   +1.288447563784055916e-06   +7.443933018602777572e-07   +4.918745427009394498e-11   +1.856098327494425721e-11   +7.034958186796838062e-23   +8.781442155655811670e-32
-2.587870605526462953e+01   +1.211608988118727513e-06   +7.751059972227184674e-07   +4.910207497551278438e-11   +2.174246748436748208e-11   +6.562745355900636285e-23   +9.148027562965485330e-32
-2.585870705522192381e+01   +1.133186527141595056e-06   +8.023947535301918660e-07   +4.882814745517207224e-11   +2.489505230545484532e-11   +6.106524552457302068e-23   +9.514620897500740178e-32
-2.583870805517921099e+01   +1.053598966247962350e-06   +8.261340628884292649e-07   +4.836944381255697541e-11   +2.799813375822897743e-11   +5.668944936825858794e-23   +9.877973291490949053e-32
-2.581870905513650527e+01   +9.732810789987723719e-07   +8.462325318568398921e-07   +4.773037151387038178e-11   +3.103252455496617927e-11   +5.252268468905751486e-23   +1.023435830498983818e-31
-2.579871005509379600e+01   +8.926801405484542587e-07   +8.626363745286072454e-07   +4.691574680191824968e-11   +3.398054860659085419e-11   +4.858352457513607839e-23   +1.057967835796486457e-31
-2.577871105505109028e+01   +8.122521206449525895e-07   +8.753324123934589321e-07   +4.593058346977383245e-11   +3.682608443194212083e-11   +4.488640126254180503e-23   +1.090958438423323168e-31
-2.575871205500837746e+01   +7.324576106866437065e-07   +8.843504808481002041e-07   +4.477990581110607908e-11   +3.955455922573309467e-11   +4.144158886383596742e-23   +1.121960318393201264e-31
-2.573871305496567174e+01   +6.537575477388454998e-07   +8.897651551532393312e-07   +4.346859380575482683e-11   +4.215289723817886029e-11   +3.825525923445304345e-23   +1.150526732613784398e-31
-2.571871405492296248e+01   +5.766088054142716178e-07   +8.916967240334560531e-07   +4.200126748922571583e-11   +4.460942790231131477e-11   +3.532960680915511852e-23   +1.176224310538064230e-31
-2.569871505488025321e+01   +5.014597260462240739e-07   +8.903113566848034582e-07   +4.038221602297863806e-11   +4.691376073544113397e-11   +3.266303848644589336e-23   +1.198645287696082120e-31
-2.567871605483754749e+01   +4.287456719201014413e-07   +8.858204281665759554e-07   +3.861537527391326390e-11   +4.905663536640401362e-11   +3.025042527852988369e-23   +1.217418896884628953e-31
-2.565871705479483822e+01   +3.588846732994308640e-07   +8.784789885935666465e-07   +3.670435578574089311e-11   +5.102975603674834383e-11   +2.808341319769257335e-23   +1.232221717980308768e-31
-2.563871805475212895e+01   +2.922732499527435484e-07   +8.685833823932177864e-07   +3.465252095344157622e-11   +5.282562054112766110e-11   +2.615079157367011251e-23   +1.242786852943483664e-31
-2.561871905470942323e+01   +2.292824788088987181e-07   +8.564680449320596935e-07   +3.246311307548973450e-11   +5.443735377439675575e-11   +2.443891739730678540e-23   +1.248911835995223034e-31
-2.559872005466671041e+01   +1.702543748583715591e-07   +8.425015240732289659e-07   +3.013942284361818531e-11   +5.585855582228602429e-11   +2.293219418813849237e-23   +1.250465207221996409e-31
-2.557872105462400469e+01   +1.154986446138407533e-07   +8.270817936211273653e-07   +2.768499582543886383e-11   +5.708317386977717759e-11   +2.161360312157980749e-23   +1.247391672017949013e-31
-2.555872205458129542e+01   +6.528986250545043384e-08   +8.106309431242100029e-07   +2.510386768824158481e-11   +5.810540612636653820e-11   +2.046528262751037785e-23   +1.239715743670914960e-31
-2.553872305453858615e+01   +1.986510991854647112e-08   +7.935893440757156436e-07   +2.240081838400576063e-11   +5.891964451894027773e-11   +1.946915038524353495e-23   +1.227543730126002149e-31
-2.551872405449588044e+01   -2.057789476217028791e-08   +7.764094055367691339e-07   +1.958163433759675319e-11   +5.952046113701222523e-11   +1.860755867695640891e-23   +1.211063888834665729e-31
-2.549872505445317117e+01   -5.588215886343266428e-08   +7.595490424030140553e-07   +1.665336691068728053e-11   +5.990264140270229658e-11   +1.786397059995623859e-23   +1.190544546867584066e-31
-2.547872605441046190e+01   -8.593226686084864049e-08   +7.434649864845476288e-07   +1.362457509536280781e-11   +6.006126476229839089e-11   +1.722364092907280593e-23   +1.166329977883355164e-31
-2.545872705436775618e+01   -1.106547287647438287e-07   +7.286060744189166712e-07   +1.050554054745659127e-11   +5.999183144926741533e-11   +1.667428179877785539e-23   +1.138833851927518296e-31
-2.543872805432504691e+01   -1.300178451371891489e-07   +7.154066468281629934e-07   +7.308443704352472541e-12   +5.969043164627671616e-11   +1.620669018089271969e-23   +1.108530134051309355e-31
-2.541872905428233764e+01   -1.440311192997548314e-07   +7.042801901406535317e-07   +4.047490828785883510e-12   +5.915395127236862651e-11   +1.581531173178149089e-23   +1.075941404973714723e-31
-2.539873005423962837e+01   -1.527442566241598481e-07   +6.956133464141745284e-07   +7.389833425633895791e-13   +5.838030673272474711e-11   +1.549871430839170155e-23   +1.041624708487164824e-31
-2.537873105419691910e+01   -1.562457988967428924e-07   +6.897604071737837359e-07   -2.598677293078071901e-12   +5.736869937580506741e-11   +1.525994456183890852e-23   +1.006155188503666925e-31
-2.535873205415421339e+01   -1.546614479272549261e-07   +6.870383954179124948e-07   -5.945053702135953727e-12   +5.611987917688302628e-11   +1.510674270777155576e-23   +9.701079519978463683e-32
-2.533873305411150412e+01   -1.481521368467568996e-07   +6.877228253576975639e-07   -9.277807869733831785e-12   +5.463640636327926649e-11   +1.505159389329769221e-23   +9.340387680209592580e-32
-2.531873405406879485e+01   -1.369119099318021148e-07   +6.920442132266625008e-07   -1.257290719077063335e-11   +5.292289935174991818e-11   +1.511159951247960867e-23   +8.984643711246924848e-32
-2.529873505402608558e+01   -1.211656718129024020e-07   +7.001853943323948324e-07   -1.580489836915870023e-11   +5.098625749929538212e-11   +1.530815815829025753e-23   +8.638432635077494225e-32
-2.527873605398337986e+01   -1.011668651263105939e-07   +7.122796825120099570e-07   -1.894724378394941822e-11   +4.883584777110659746e-11   +1.566645338463134317e-23   +8.305579890679913468e-32
-2.525873705394067059e+01   -7.719513180528241150e-08   +7.284098886105842953e-07   -2.197271265710276394e-11   +4.648364547883509605e-11   +1.621475369697430823e-23   +7.988998724710620498e-32
-2.523873805389796132e+01   -4.955400739161030470e-08   +7.486081947837494130e-07   -2.485381734609534087e-11   +4.394432069480666477e-11   +1.698353873801714406e-23   +7.690571698688222668e-32
-2.521873905385525205e+01   -1.856869060526108676e-08   +7.728568624444426862e-07   -2.756328342126734508e-11   +4.123526374183428532e-11   +1.800447403399677886e-23   +7.411074628344642613e-32
-2.519874005381254634e+01   +1.541607836577407772e-08   +8.010897333323867065e-07   -3.007454093584527743e-11   +3.837654521813930519e-11   +1.930926440635707731e-23   +7.150149469443887236e-32
-2.517874105376983707e+01   +5.203800702620284321e-08   +8.331944664788266258e-07   -3.236222350119440943e-11   +3.539080825594966430e-11   +2.092842281709754083e-23   +6.906330303437676101e-32
-2.515874205372712780e+01   +9.091909368341197822e-08   +8.690154388710947748e-07   -3.440266146654447374e-11   +3.230309303718962953e-11   +2.288999661537737071e-23   +6.677123796612340469e-32
-2.513874305368441853e+01   +1.316673216627974944e-07   +9.083572249548598221e-07   -3.617435567610473615e-11   +2.914059590446477249e-11   +2.521829661703104140e-23   +6.459142487407986189e-32
-2.511874405364171281e+01   +1.738782123550524599e-07   +9.509885596853326452e-07   -3.765841892150116170e-11   +2.593236761635425042e-11   +2.793267598922200480e-23   +6.248286202125122260e-32
-2.509874505359900354e+01   +2.171362548963885921e-07   +9.966466823910169331e-07   -3.883897328868234395e-11   +2.270895731511317530e-11   +3.104640550001140236e-23   +6.039964020612348777e-32
-2.507874605355629427e+01   +2.610162395289500059e-07   +1.045041953826500852e-06   -3.970349306316976329e-11   +1.950201052462341019e-11   +3.456568935798919758e-23   +5.829346712376822170e-32
-2.505874705351358855e+01   +3.050845297292023468e-07   +1.095862636858339302e-06   -4.024308463828546501e-11   +1.634383091257144567e-11   +3.848886178507153899e-23   +5.611637615465166076e-32
-2.503874805347087928e+01   +3.489003147990068491e-07   +1.148779732171306565e-06   -4.045269688888756771e-11   +1.326691658524317404e-11   +4.280579887606024038e-23   +5.382348671114937874e-32
-2.501874905342817001e+01   +3.920168893443043645e-07   +1.203451763942139960e-06   -4.033125764179951741e-11   +1.030348230579063401e-11   +4.749757348555066076e-23   +5.137567842114528818e-32
-2.499875005338546075e+01   +4.339830089325134261e-07   +1.259529416580175166e-06   -3.988173410376321769e-11   +7.484979226010094800e-12   +5.253637318179240944e-23   +4.874204461595032972e-32
-2.497875105334275148e+01   +4.743443719764262543e-07   +1.316659932128221681e-06   -3.911111730949768448e-11   +4.841623505138529697e-12   +5.788569304515316198e-23   +4.590200154178240016e-32
-2.495875205330004576e+01   +5.126452763834980754e-07   +1.374491188307671738e-06   -3.803033274230246719e-11   +2.401944582509392763e-12   +6.350080655799153806e-23   +4.284694762247035649e-32
